"","Q","Other","Self","Percentile","Subject"
"X12.41",12,0.4,0.35,0.75,42
"X13.41",13,0.5,0.65,0.75,42
"X14.41",14,0.75,1,0.75,42
"X15.41",15,0.9,0.95,0.75,42
"X16.41",16,0.9,1,0.75,42
"X1.42",1,0.8,1,0.75,43
"X2.42",2,0.6,1,0.75,43
"X3.42",3,0.6,1,0.75,43
"X4.42",4,0.5,0.5,0.75,43
"X5.42",5,1,1,0.75,43
"X6.42",6,1,1,0.75,43
"X7.42",7,1,1,0.75,43
"X8.42",8,0.5,0.5,0.75,43
"X9.42",9,0.6,0.7,0.75,43
"X10.42",10,0.7,0.3,0.75,43
"X11.42",11,0.8,0.9,0.75,43
"X12.42",12,0.7,0.7,0.75,43
"X13.42",13,1,1,0.75,43
"X14.42",14,1,1,0.75,43
"X15.42",15,1,1,0.75,43
"X16.42",16,0.25,0.25,0.75,43
"X1.43",1,0.65,1,0.67,44
"X2.43",2,0.6,1,0.67,44
"X3.43",3,0.4,1,0.67,44
"X4.43",4,0.35,0.7,0.67,44
"X5.43",5,0.3,0.45,0.67,44
"X6.43",6,0.25,0.45,0.67,44
"X7.43",7,0.35,0.55,0.67,44
"X8.43",8,0.3,1,0.67,44
"X9.43",9,0.65,0.8,0.67,44
"X10.43",10,0.5,1,0.67,44
"X11.43",11,0.35,0.35,0.67,44
"X12.43",12,0.7,0.55,0.67,44
"X13.43",13,0.5,0.4,0.67,44
"X14.43",14,0.85,1,0.67,44
"X15.43",15,0.8,0.6,0.67,44
"X16.43",16,0.7,0.65,0.67,44
"X1.44",1,0.89,1,0.85,45
"X2.44",2,0.45,0.75,0.85,45
"X3.44",3,0.7,0.9,0.85,45
"X4.44",4,0.76,0.99,0.85,45
"X5.44",5,0.5,0.8,0.85,45
"X6.44",6,0.3,0.75,0.85,45
"X7.44",7,0.45,0.4,0.85,45
"X8.44",8,0.45,0.8,0.85,45
"X9.44",9,0.4,0.65,0.85,45
"X10.44",10,0.4,0.8,0.85,45
"X11.44",11,0.33,0.4,0.85,45
"X12.44",12,0.35,0.5,0.85,45
"X13.44",13,0.53,0.8,0.85,45
"X14.44",14,0.85,1,0.85,45
"X15.44",15,0.85,0.98,0.85,45
"X16.44",16,0.7,0.85,0.85,45
"X1.45",1,1,0.95,0.9,46
"X2.45",2,0.99,1,0.9,46
"X3.45",3,0.75,1,0.9,46
"X4.45",4,0.3,0.9,0.9,46
"X5.45",5,0.75,1,0.9,46
"X6.45",6,0.25,0.5,0.9,46
"X7.45",7,0.5,0.75,0.9,46
"X8.45",8,0.95,1,0.9,46
"X9.45",9,0.6,0.75,0.9,46
"X10.45",10,0.45,0.5,0.9,46
"X11.45",11,0.25,0.5,0.9,46
"X12.45",12,1,1,0.9,46
"X13.45",13,0.8,1,0.9,46
"X14.45",14,0.95,1,0.9,46
"X15.45",15,0.85,1,0.9,46
"X16.45",16,1,1,0.9,46
"X1.46",1,0.4,1,0.85,47
"X2.46",2,0.7,1,0.85,47
"X3.46",3,1,1,0.85,47
"X4.46",4,0.5,0.5,0.85,47
"X5.46",5,0.7,1,0.85,47
"X6.46",6,0.25,1,0.85,47
"X7.46",7,0.4,1,0.85,47
"X8.46",8,0.7,1,0.85,47
"X9.46",9,0.5,0.5,0.85,47
"X10.46",10,0.25,0.25,0.85,47
"X11.46",11,0.25,0.25,0.85,47
"X12.46",12,0.5,0.55,0.85,47
"X13.46",13,0.25,0.25,0.85,47
"X14.46",14,1,1,0.85,47
"X15.46",15,1,1,0.85,47
"X16.46",16,0.7,0.7,0.85,47
"X1.47",1,0.9,1,0.6,48
"X2.47",2,0.7,1,0.6,48
"X3.47",3,0.4,0.6,0.6,48
"X4.47",4,0.25,0.35,0.6,48
"X5.47",5,0.3,0.9,0.6,48
"X6.47",6,0.25,0.2,0.6,48
"X7.47",7,0.25,0.25,0.6,48
"X8.47",8,0.5,0.5,0.6,48
"X9.47",9,0.35,0.35,0.6,48
"X10.47",10,0.4,0.5,0.6,48
"X11.47",11,0.2,0.4,0.6,48
"X12.47",12,0.3,0.6,0.6,48
"X13.47",13,0.25,0.25,0.6,48
"X14.47",14,0.9,1,0.6,48
"X15.47",15,0.9,1,0.6,48
"X16.47",16,0.7,0.9,0.6,48
"X1.48",1,0.35,0.4,0.1,49
"X2.48",2,0.3,0.4,0.1,49
"X3.48",3,0.25,0.35,0.1,49
"X4.48",4,0.25,0.2,0.1,49
"X5.48",5,0.85,0.8,0.1,49
"X6.48",6,0.35,0.25,0.1,49
"X7.48",7,0.3,0.35,0.1,49
"X8.48",8,0.35,0.25,0.1,49
"X9.48",9,0.45,0.35,0.1,49
"X10.48",10,0.35,0.35,0.1,49
"X11.48",11,0.35,0.3,0.1,49
"X12.48",12,0.3,0.3,0.1,49
"X13.48",13,0.25,0.4,0.1,49
"X14.48",14,0.7,0.85,0.1,49
"X15.48",15,0.3,0.35,0.1,49
"X16.48",16,0.35,0.4,0.1,49
"X1.49",1,0.65,1,0.65,50
"X2.49",2,0.98,1,0.65,50
"X3.49",3,0.9,1,0.65,50
"X4.49",4,0.45,0.5,0.65,50
"X5.49",5,0.55,0.9,0.65,50
"X6.49",6,0.25,0.25,0.65,50
"X7.49",7,0.3,0.3,0.65,50
"X8.49",8,0.6,0.9,0.65,50
"X9.49",9,0.32,0.4,0.65,50
"X10.49",10,0.4,0.75,0.65,50
"X11.49",11,0.5,0.5,0.65,50
"X12.49",12,0.25,0.7,0.65,50
"X13.49",13,0.6,0.85,0.65,50
"X14.49",14,0.85,1,0.65,50
"X15.49",15,0.7,0.9,0.65,50
"X16.49",16,0.25,0.4,0.65,50
"X1.50",1,0.33,0.33,0.8,51
"X2.50",2,0.25,0.25,0.8,51
"X3.50",3,0.4,0.45,0.8,51
"X4.50",4,0.85,0.8,0.8,51
"X5.50",5,0.95,1,0.8,51
"X6.50",6,0.25,0.25,0.8,51
"X7.50",7,0.2,1,0.8,51
"X8.50",8,0.3,0.3,0.8,51
"X9.50",9,0.35,0.45,0.8,51
"X10.50",10,0.45,0.5,0.8,51
"X11.50",11,0.45,0.75,0.8,51
"X12.50",12,0.3,0.25,0.8,51
"X13.50",13,0.5,0.7,0.8,51
"X14.50",14,0.97,1,0.8,51
"X15.50",15,0.25,0.35,0.8,51
"X16.50",16,0.9,0.95,0.8,51
"X1.51",1,0.6,0.5,0.75,52
"X2.51",2,0.6,0.6,0.75,52
"X3.51",3,0.4,0.5,0.75,52
"X4.51",4,0.9,0.8,0.75,52
"X5.51",5,1,1,0.75,52
"X6.51",6,0.5,0.7,0.75,52
"X7.51",7,1,1,0.75,52
"X8.51",8,0.5,0.5,0.75,52
"X9.51",9,1,1,0.75,52
"X10.51",10,0.5,0.6,0.75,52
"X11.51",11,0.9,0.8,0.75,52
"X12.51",12,1,1,0.75,52
"X13.51",13,0.5,0.5,0.75,52
"X14.51",14,1,1,0.75,52
"X15.51",15,0.6,0.6,0.75,52
"X16.51",16,1,1,0.75,52
"X1.52",1,0.35,0.5,0.46,53
"X2.52",2,0.2,0.3,0.46,53
"X3.52",3,0.25,0.4,0.46,53
"X4.52",4,0.26,1,0.46,53
"X5.52",5,0.5,0.5,0.46,53
"X6.52",6,0.25,0.42,0.46,53
"X7.52",7,1,1,0.46,53
"X8.52",8,0.25,0.35,0.46,53
"X9.52",9,0.5,0.6,0.46,53
"X10.52",10,0.65,0.7,0.46,53
"X11.52",11,0.25,0.25,0.46,53
"X12.52",12,0.25,0.25,0.46,53
"X13.52",13,0.7,1,0.46,53
"X14.52",14,0.85,1,0.46,53
"X15.52",15,0.8,1,0.46,53
"X16.52",16,0.7,0.4,0.46,53
"X1.53",1,0.5,0.5,0.8,54
"X2.53",2,0.9,0.8,0.8,54
"X3.53",3,0.2,0.3,0.8,54
"X4.53",4,0.4,0.35,0.8,54
"X5.53",5,0.9,0.8,0.8,54
"X6.53",6,0.4,0.4,0.8,54
"X7.53",7,0.85,0.75,0.8,54
"X8.53",8,0.7,0.5,0.8,54
"X9.53",9,0.7,0.6,0.8,54
"X10.53",10,0.7,0.5,0.8,54
"X11.53",11,0.5,0.35,0.8,54
"X12.53",12,0.4,0.4,0.8,54
"X13.53",13,0.85,0.7,0.8,54
"X14.53",14,0.02,1,0.8,54
"X15.53",15,0.8,0.8,0.8,54
"X16.53",16,0.4,0.4,0.8,54
"X1.54",1,0.5,1,0.65,55
"X2.54",2,0.5,1,0.65,55
"X3.54",3,0.3,0.75,0.65,55
"X4.54",4,0.4,1,0.65,55
"X5.54",5,0.7,1,0.65,55
"X6.54",6,0.25,0.25,0.65,55
"X7.54",7,0.25,0.5,0.65,55
"X8.54",8,0.5,1,0.65,55
"X9.54",9,0.5,0.7,0.65,55
"X10.54",10,0.35,0.8,0.65,55
"X11.54",11,0.6,0.5,0.65,55
"X12.54",12,0.8,1,0.65,55
"X13.54",13,1,1,0.65,55
"X14.54",14,0.9,1,0.65,55
"X15.54",15,0.8,1,0.65,55
"X16.54",16,0.25,0.5,0.65,55
"X1.55",1,0.47,0.55,0.9,56
"X2.55",2,0.8,0.95,0.9,56
"X3.55",3,0.79,0.92,0.9,56
"X4.55",4,0.54,0.78,0.9,56
"X5.55",5,0.72,0.8,0.9,56
"X6.55",6,0.2,0.55,0.9,56
"X7.55",7,0.2,0.25,0.9,56
"X8.55",8,0.3,0.65,0.9,56
"X9.55",9,0.7,0.6,0.9,56
"X10.55",10,0.55,0.75,0.9,56
"X11.55",11,0.3,1,0.9,56
"X12.55",12,0.5,0.6,0.9,56
"X13.55",13,0.64,0.8,0.9,56
"X14.55",14,0.85,1,0.9,56
"X15.55",15,0.7,0.85,0.9,56
"X16.55",16,0.4,0.75,0.9,56
"X1.56",1,0.35,0.35,0.4,57
"X2.56",2,0.5,0.8,0.4,57
"X3.56",3,0.3,0.3,0.4,57
"X4.56",4,0.5,0.85,0.4,57
"X5.56",5,0.85,0.9,0.4,57
"X6.56",6,0.7,0.2,0.4,57
"X7.56",7,0.4,0.4,0.4,57
"X8.56",8,0.4,0.4,0.4,57
"X9.56",9,0.4,0.3,0.4,57
"X10.56",10,0.55,0.45,0.4,57
"X11.56",11,0.55,0.55,0.4,57
"X12.56",12,0.55,0.25,0.4,57
"X13.56",13,0.25,0.35,0.4,57
"X14.56",14,0.25,0.25,0.4,57
"X15.56",15,0.35,0.35,0.4,57
"X16.56",16,0.35,0.35,0.4,57
"X1.57",1,0.33,0.45,0.35,58
"X2.57",2,0.5,0.6,0.35,58
"X3.57",3,0.25,0.25,0.35,58
"X4.57",4,0.4,0.4,0.35,58
"X5.57",5,0.25,0.6,0.35,58
"X6.57",6,0.25,0.25,0.35,58
"X7.57",7,0.4,0.4,0.35,58
"X8.57",8,0.25,0.5,0.35,58
"X9.57",9,0.25,0.4,0.35,58
"X10.57",10,0.25,0.25,0.35,58
"X11.57",11,0.5,0.6,0.35,58
"X12.57",12,0.25,0.4,0.35,58
"X13.57",13,0.5,0.7,0.35,58
"X14.57",14,0.8,1,0.35,58
"X15.57",15,0.5,0.6,0.35,58
"X16.57",16,0.25,0.25,0.35,58
"X1.58",1,0.25,0.25,0.25,59
"X2.58",2,0.8,1,0.25,59
"X3.58",3,0.5,0.25,0.25,59
"X4.58",4,0.8,0.25,0.25,59
"X5.58",5,0.75,0.25,0.25,59
"X6.58",6,0.4,0.25,0.25,59
"X7.58",7,0.7,0.25,0.25,59
"X8.58",8,1,1,0.25,59
"X9.58",9,0.9,1,0.25,59
"X10.58",10,0.7,0.25,0.25,59
"X11.58",11,1,1,0.25,59
"X12.58",12,0.25,0.25,0.25,59
"X13.58",13,0.25,0.25,0.25,59
"X14.58",14,0.5,0.25,0.25,59
"X15.58",15,1,0.25,0.25,59
"X16.58",16,0.7,0.25,0.25,59
"X1.59",1,0.25,0.5,0.7,60
"X2.59",2,0.25,0.5,0.7,60
"X3.59",3,0.7,0.5,0.7,60
"X4.59",4,0.5,0.4,0.7,60
"X5.59",5,0.4,0.6,0.7,60
"X6.59",6,0.4,0.5,0.7,60
"X7.59",7,0.25,0.4,0.7,60
"X8.59",8,0.5,0.6,0.7,60
"X9.59",9,0.5,1,0.7,60
"X10.59",10,0.5,0.95,0.7,60
"X11.59",11,0.5,0.5,0.7,60
"X12.59",12,0.5,0.6,0.7,60
"X13.59",13,0.5,1,0.7,60
"X14.59",14,1,1,0.7,60
"X15.59",15,0.5,1,0.7,60
"X16.59",16,1,1,0.7,60
"X1.60",1,0.2,0.4,0.7,61
"X2.60",2,0.25,0.5,0.7,61
"X3.60",3,0.5,1,0.7,61
"X4.60",4,0.5,1,0.7,61
"X5.60",5,0.13,0.75,0.7,61
"X6.60",6,0.2,0.5,0.7,61
"X7.60",7,0.2,1,0.7,61
"X8.60",8,0.4,1,0.7,61
"X9.60",9,0.7,1,0.7,61
"X10.60",10,0.6,1,0.7,61
"X11.60",11,0.25,1,0.7,61
"X12.60",12,0.5,1,0.7,61
"X13.60",13,1,1,0.7,61
"X14.60",14,1,1,0.7,61
"X15.60",15,0.7,1,0.7,61
"X16.60",16,0.5,1,0.7,61
"X1.61",1,0.3,0.4,0.8,62
"X2.61",2,0.4,1,0.8,62
"X3.61",3,0.4,1,0.8,62
"X4.61",4,0.6,1,0.8,62
"X5.61",5,0.1,1,0.8,62
"X6.61",6,0.35,0.5,0.8,62
"X7.61",7,0.1,1,0.8,62
"X8.61",8,0.6,1,0.8,62
"X9.61",9,0.7,0.7,0.8,62
"X10.61",10,0.8,1,0.8,62
"X11.61",11,0.6,0.8,0.8,62
"X12.61",12,0.7,0.9,0.8,62
"X13.61",13,1,1,0.8,62
"X14.61",14,1,1,0.8,62
"X15.61",15,1,1,0.8,62
"X16.61",16,0.5,1,0.8,62
"X1.62",1,0.3,1,0.5,63
"X2.62",2,0.6,1,0.5,63
"X3.62",3,1,1,0.5,63
"X4.62",4,1,1,0.5,63
"X5.62",5,0.8,1,0.5,63
"X6.62",6,0.2,1,0.5,63
"X7.62",7,0.25,1,0.5,63
"X8.62",8,0,1,0.5,63
"X9.62",9,0,0,0.5,63
"X10.62",10,0.5,1,0.5,63
"X11.62",11,0,1,0.5,63
"X12.62",12,0,1,0.5,63
"X13.62",13,0.25,0.25,0.5,63
"X14.62",14,1,1,0.5,63
"X15.62",15,1,1,0.5,63
"X16.62",16,0,0,0.5,63
"X1.63",1,0.5,0.2,0.05,64
"X2.63",2,0.7,0.6,0.05,64
"X3.63",3,0.6,0.4,0.05,64
"X4.63",4,0.9,0.8,0.05,64
"X5.63",5,0.8,1,0.05,64
"X6.63",6,0.6,0.7,0.05,64
"X7.63",7,0.3,0.3,0.05,64
"X8.63",8,0.1,0.4,0.05,64
"X9.63",9,0.1,0.4,0.05,64
"X10.63",10,0.3,0.3,0.05,64
"X11.63",11,0.3,0.4,0.05,64
"X12.63",12,0.2,0.2,0.05,64
"X13.63",13,0.5,0.7,0.05,64
"X14.63",14,0.2,0.5,0.05,64
"X15.63",15,0.3,0.4,0.05,64
"X16.63",16,0.5,0.5,0.05,64
"X1.64",1,0.2,0.5,0.7,65
"X2.64",2,0.85,0.9,0.7,65
"X3.64",3,0.4,0.5,0.7,65
"X4.64",4,0.6,0.7,0.7,65
"X5.64",5,0.4,0.46,0.7,65
"X6.64",6,0.25,0.3,0.7,65
"X7.64",7,0.4,0.6,0.7,65
"X8.64",8,0.85,0.9,0.7,65
"X9.64",9,0.33,0.33,0.7,65
"X10.64",10,0.5,0.5,0.7,65
"X11.64",11,0.5,0.66,0.7,65
"X12.64",12,0.25,0.25,0.7,65
"X13.64",13,0.35,0.6,0.7,65
"X14.64",14,0.05,0,0.7,65
"X15.64",15,0.95,1,0.7,65
"X16.64",16,0.8,1,0.7,65
"X1.65",1,0.75,1,0.5,66
"X2.65",2,0.5,0.5,0.5,66
"X3.65",3,0.5,1,0.5,66
"X4.65",4,0.8,0.9,0.5,66
"X5.65",5,1,0.5,0.5,66
"X6.65",6,0.25,0.25,0.5,66
"X7.65",7,0.25,0.25,0.5,66
"X8.65",8,0.4,1,0.5,66
"X9.65",9,0.25,0.9,0.5,66
"X10.65",10,0.5,0.7,0.5,66
"X11.65",11,0.4,0.5,0.5,66
"X12.65",12,0.4,0.5,0.5,66
"X13.65",13,0.75,0.5,0.5,66
"X14.65",14,1,1,0.5,66
"X15.65",15,1,1,0.5,66
"X16.65",16,0.7,0.9,0.5,66
"X1.66",1,0.8,0.8,0.5,67
"X2.66",2,1,1,0.5,67
"X3.66",3,0.7,0.7,0.5,67
"X4.66",4,1,1,0.5,67
"X5.66",5,1,1,0.5,67
"X6.66",6,0.8,1,0.5,67
"X7.66",7,0.8,1,0.5,67
"X8.66",8,0.5,0.8,0.5,67
"X9.66",9,0.8,0.8,0.5,67
"X10.66",10,0.2,0.5,0.5,67
"X11.66",11,0.25,0.25,0.5,67
"X12.66",12,0.5,0.5,0.5,67
"X13.66",13,1,1,0.5,67
"X14.66",14,1,1,0.5,67
"X15.66",15,1,1,0.5,67
"X16.66",16,1,1,0.5,67
"X1.67",1,0.5,0.6,0.05,68
"X2.67",2,0.5,0.6,0.05,68
"X3.67",3,0.6,0.6,0.05,68
"X4.67",4,0.5,0.7,0.05,68
"X5.67",5,0.94,1,0.05,68
"X6.67",6,0.4,0.4,0.05,68
"X7.67",7,0.4,0.7,0.05,68
"X8.67",8,0.5,0.6,0.05,68
"X9.67",9,0.5,0.5,0.05,68
"X10.67",10,0.5,0.5,0.05,68
"X11.67",11,0.4,0.5,0.05,68
"X12.67",12,0.5,0.4,0.05,68
"X13.67",13,1,1,0.05,68
"X14.67",14,0.5,0.95,0.05,68
"X15.67",15,1,1,0.05,68
"X16.67",16,0.7,0.9,0.05,68
"X1.68",1,0.5,1,0.9,69
"X2.68",2,0.5,1,0.9,69
"X3.68",3,0.4,1,0.9,69
"X4.68",4,0.4,0.5,0.9,69
"X5.68",5,0.3,0.3,0.9,69
"X6.68",6,0.25,0.4,0.9,69
"X7.68",7,0.55,0.7,0.9,69
"X8.68",8,0.7,1,0.9,69
"X9.68",9,0.7,0.7,0.9,69
"X10.68",10,0.6,0.9,0.9,69
"X11.68",11,0.4,0.5,0.9,69
"X12.68",12,0.5,0.8,0.9,69
"X13.68",13,0.8,1,0.9,69
"X14.68",14,0.75,1,0.9,69
"X15.68",15,0.6,1,0.9,69
"X16.68",16,0.7,1,0.9,69
"X1.69",1,0.45,0.85,0.65,70
"X2.69",2,0.7,1,0.65,70
"X3.69",3,0.3,0.8,0.65,70
"X4.69",4,0.3,0.6,0.65,70
"X5.69",5,0.2,0.6,0.65,70
"X6.69",6,0.25,0.4,0.65,70
"X7.69",7,0.2,0.25,0.65,70
"X8.69",8,0.25,0.4,0.65,70
"X9.69",9,0.3,0.4,0.65,70
"X10.69",10,0.3,0.4,0.65,70
"X11.69",11,0.15,0.35,0.65,70
"X12.69",12,0.45,0.35,0.65,70
"X13.69",13,0.25,0.25,0.65,70
"X14.69",14,0.75,1,0.65,70
"X15.69",15,0.85,0.85,0.65,70
"X16.69",16,0.75,0.8,0.65,70
"X1.70",1,0.5,1,0.75,71
"X2.70",2,0.75,1,0.75,71
"X3.70",3,0.9,0.95,0.75,71
"X4.70",4,0.5,1,0.75,71
"X5.70",5,0.3,0.5,0.75,71
"X6.70",6,0.5,0.75,0.75,71
"X7.70",7,0.25,0.25,0.75,71
"X8.70",8,0.5,1,0.75,71
"X9.70",9,0.25,0.33,0.75,71
"X10.70",10,0.5,0.8,0.75,71
"X11.70",11,0.5,0.5,0.75,71
"X12.70",12,0.75,0.8,0.75,71
"X13.70",13,0.85,1,0.75,71
"X14.70",14,0.95,1,0.75,71
"X15.70",15,0.95,1,0.75,71
"X16.70",16,0.5,0.75,0.75,71
"X1.71",1,0.25,1,0.75,72
"X2.71",2,1,1,0.75,72
"X3.71",3,1,0,0.75,72
"X4.71",4,0.25,1,0.75,72
"X5.71",5,0.25,0.5,0.75,72
"X6.71",6,0,0,0.75,72
"X7.71",7,1,1,0.75,72
"X8.71",8,1,1,0.75,72
"X9.71",9,1,1,0.75,72
"X10.71",10,0.5,0.5,0.75,72
"X11.71",11,1,1,0.75,72
"X12.71",12,1,1,0.75,72
"X13.71",13,1,1,0.75,72
"X14.71",14,1,1,0.75,72
"X15.71",15,1,1,0.75,72
"X16.71",16,0,0,0.75,72
"X1.72",1,0.45,0.35,0.45,73
"X2.72",2,0.6,0.95,0.45,73
"X3.72",3,0.45,0.45,0.45,73
"X4.72",4,0.5,0.5,0.45,73
"X5.72",5,0.55,0.65,0.45,73
"X6.72",6,0.25,0.7,0.45,73
"X7.72",7,0.4,0.65,0.45,73
"X8.72",8,0.7,1,0.45,73
"X9.72",9,0.4,0.33,0.45,73
"X10.72",10,0.4,0.5,0.45,73
"X11.72",11,0.4,0.5,0.45,73
"X12.72",12,0.3,0.44,0.45,73
"X13.72",13,0.8,0.7,0.45,73
"X14.72",14,0.85,1,0.45,73
"X15.72",15,0.88,0.33,0.45,73
"X16.72",16,0.6,0.48,0.45,73
"X1.73",1,0.8,1,0.75,74
"X2.73",2,0.55,0.9,0.75,74
"X3.73",3,0.75,0.95,0.75,74
"X4.73",4,0.8,1,0.75,74
"X5.73",5,0.5,0.9,0.75,74
"X6.73",6,0.6,0.75,0.75,74
"X7.73",7,0.7,0.6,0.75,74
"X8.73",8,0.7,1,0.75,74
"X9.73",9,0.3,0.8,0.75,74
"X10.73",10,0.4,0.6,0.75,74
"X11.73",11,0.2,0.9,0.75,74
"X12.73",12,0.6,0.8,0.75,74
"X13.73",13,0.9,1,0.75,74
"X14.73",14,0.9,1,0.75,74
"X15.73",15,0.9,1,0.75,74
"X16.73",16,0.9,1,0.75,74
"X1.74",1,0.8,1,0.85,75
"X2.74",2,0.8,1,0.85,75
"X3.74",3,0.75,1,0.85,75
"X4.74",4,0.9,1,0.85,75
"X5.74",5,0.3,1,0.85,75
"X6.74",6,0.8,0.8,0.85,75
"X7.74",7,0.6,1,0.85,75
"X8.74",8,0.7,1,0.85,75
"X9.74",9,0.6,1,0.85,75
"X10.74",10,0.5,0.6,0.85,75
"X11.74",11,0.8,0.9,0.85,75
"X12.74",12,0.8,1,0.85,75
"X13.74",13,0.25,0.4,0.85,75
"X14.74",14,0.9,1,0.85,75
"X15.74",15,0.8,0.9,0.85,75
"X16.74",16,0.5,1,0.85,75
"X1.75",1,0.9,1,0.8,76
"X2.75",2,0.8,1,0.8,76
"X3.75",3,0.45,0.6,0.8,76
"X4.75",4,0.35,1,0.8,76
"X5.75",5,0.77,0.94,0.8,76
"X6.75",6,0.36,1,0.8,76
"X7.75",7,0.85,1,0.8,76
"X8.75",8,0.48,0.55,0.8,76
"X9.75",9,0.65,0.93,0.8,76
"X10.75",10,0.55,0.65,0.8,76
"X11.75",11,0.35,0.45,0.8,76
"X12.75",12,0.41,0.64,0.8,76
"X13.75",13,0.65,0.84,0.8,76
"X14.75",14,0.94,1,0.8,76
"X15.75",15,0.74,0.95,0.8,76
"X16.75",16,0.22,0.4,0.8,76
"X1.76",1,0.6,0.6,0.75,77
"X2.76",2,0.25,0.25,0.75,77
"X3.76",3,0.3,0.45,0.75,77
"X4.76",4,0.25,0.25,0.75,77
"X5.76",5,0.55,0.7,0.75,77
"X6.76",6,0.25,0.4,0.75,77
"X7.76",7,0.7,0.83,0.75,77
"X8.76",8,0.75,0.85,0.75,77
"X9.76",9,0.65,0.7,0.75,77
"X10.76",10,0.7,0.8,0.75,77
"X11.76",11,0.3,0.35,0.75,77
"X12.76",12,0.4,0.5,0.75,77
"X13.76",13,0.45,0.5,0.75,77
"X14.76",14,0.7,1,0.75,77
"X15.76",15,0.7,1,0.75,77
"X16.76",16,0.8,1,0.75,77
"X1.77",1,0.25,0.25,0.25,78
"X2.77",2,0.25,0.25,0.25,78
"X3.77",3,0.25,0.25,0.25,78
"X4.77",4,0.25,0.25,0.25,78
"X5.77",5,0.25,0.25,0.25,78
"X6.77",6,0.25,0.25,0.25,78
"X7.77",7,0.25,0.25,0.25,78
"X8.77",8,0.25,0.25,0.25,78
"X9.77",9,0.25,0.25,0.25,78
"X10.77",10,0.25,0.25,0.25,78
"X11.77",11,0.25,0.25,0.25,78
"X12.77",12,0.25,0.3,0.25,78
"X13.77",13,0.25,0.25,0.25,78
"X14.77",14,0.25,0.25,0.25,78
"X15.77",15,0.25,0.25,0.25,78
"X16.77",16,0.5,0.5,0.25,78
"X1.78",1,0,0,0.7,79
"X2.78",2,1,1,0.7,79
"X3.78",3,0.6,0.8,0.7,79
"X4.78",4,0.25,0.25,0.7,79
"X5.78",5,0.5,1,0.7,79
"X6.78",6,0.5,1,0.7,79
"X7.78",7,0.25,0.25,0.7,79
"X8.78",8,0.9,1,0.7,79
"X9.78",9,0.4,0.9,0.7,79
"X10.78",10,0.15,0.15,0.7,79
"X11.78",11,0.5,0.5,0.7,79
"X12.78",12,1,1,0.7,79
"X13.78",13,1,1,0.7,79
"X14.78",14,1,1,0.7,79
"X15.78",15,1,1,0.7,79
"X16.78",16,1,1,0.7,79
"X1.79",1,0.4,0.6,0.65,80
"X2.79",2,0.1,0.1,0.65,80
"X3.79",3,0.5,0.6,0.65,80
"X4.79",4,0.7,0.6,0.65,80
"X5.79",5,0.6,0.7,0.65,80
"X6.79",6,0.4,0.5,0.65,80
"X7.79",7,0.5,0.4,0.65,80
"X8.79",8,0.6,0.5,0.65,80
"X9.79",9,0.7,0.75,0.65,80
"X10.79",10,0.75,0.6,0.65,80
"X11.79",11,0.6,0.45,0.65,80
"X12.79",12,0.7,0.6,0.65,80
"X13.79",13,0.5,0.2,0.65,80
"X14.79",14,0.2,0.1,0.65,80
"X15.79",15,0.6,0.7,0.65,80
"X16.79",16,0.6,0.7,0.65,80
"X1.80",1,0.9,1,0.95,81
"X2.80",2,0,0,0.95,81
"X3.80",3,0.5,0.5,0.95,81
"X4.80",4,0.7,0.9,0.95,81
"X5.80",5,0.6,0.35,0.95,81
"X6.80",6,0.4,0.25,0.95,81
"X7.80",7,0.5,0.9,0.95,81
"X8.80",8,0.9,1,0.95,81
"X9.80",9,1,1,0.95,81
"X10.80",10,0.4,0.4,0.95,81
"X11.80",11,0.5,0.5,0.95,81
"X12.80",12,1,1,0.95,81
"X13.80",13,0.9,1,0.95,81
"X14.80",14,1,1,0.95,81
"X15.80",15,1,1,0.95,81
"X16.80",16,0.5,0.9,0.95,81
"X1.81",1,0.95,0.7,0.25,82
"X2.81",2,0.3,0.25,0.25,82
"X3.81",3,0.4,0.25,0.25,82
"X4.81",4,0.25,0.8,0.25,82
"X5.81",5,0.25,1,0.25,82
"X6.81",6,0.45,0.25,0.25,82
"X7.81",7,0.3,0.25,0.25,82
"X8.81",8,0.45,0.75,0.25,82
"X9.81",9,0.25,0.25,0.25,82
"X10.81",10,0.4,0.25,0.25,82
"X11.81",11,0.1,0.25,0.25,82
"X12.81",12,0.25,0.25,0.25,82
"X13.81",13,0.85,0.9,0.25,82
"X14.81",14,0.25,1,0.25,82
"X15.81",15,0.4,0.9,0.25,82
"X16.81",16,0.75,1,0.25,82
"X1.82",1,0.2,0.4,0.6,83
"X2.82",2,0.4,0.7,0.6,83
"X3.82",3,0.7,0.8,0.6,83
"X4.82",4,0.4,0.7,0.6,83
"X5.82",5,0.6,0.7,0.6,83
"X6.82",6,0.7,0.8,0.6,83
"X7.82",7,0.8,0.9,0.6,83
"X8.82",8,0.5,0.6,0.6,83
"X9.82",9,0.7,0.5,0.6,83
"X10.82",10,0.6,0.7,0.6,83
"X11.82",11,0.3,0.6,0.6,83
"X12.82",12,0.4,0.6,0.6,83
"X13.82",13,0.9,0.8,0.6,83
"X14.82",14,0.8,1,0.6,83
"X15.82",15,0.7,0.6,0.6,83
"X16.82",16,0.6,0.5,0.6,83
"X1.83",1,0.5,0.5,0.5,84
