"","Q","Other","Self","Percentile","Subject"
"X4.72",4,0.5,1,0.7,73
"X5.72",5,0.2,1,0.7,73
"X6.72",6,0.8,0.6,0.7,73
"X7.72",7,0.7,1,0.7,73
"X8.72",8,0.8,1,0.7,73
"X9.72",9,0.9,1,0.7,73
"X10.72",10,0.6,0.8,0.7,73
"X11.72",11,0.7,0.8,0.7,73
"X12.72",12,0.9,0.8,0.7,73
"X13.72",13,0.6,0.7,0.7,73
"X14.72",14,0.9,1,0.7,73
"X15.72",15,0.9,1,0.7,73
"X16.72",16,1,1,0.7,73
"X17.72",17,0.7,0.8,0.7,73
"X18.72",18,0.9,1,0.7,73
"X1.73",1,0.5,0.5,0.5,74
"X2.73",2,0.6,0.6,0.5,74
"X3.73",3,0.5,0.5,0.5,74
"X4.73",4,0.3,0.15,0.5,74
"X5.73",5,0.75,0.9,0.5,74
"X6.73",6,0.5,0.65,0.5,74
"X7.73",7,0.7,0.95,0.5,74
"X8.73",8,0.5,0.5,0.5,74
"X9.73",9,0.8,1,0.5,74
"X10.73",10,0.65,0.9,0.5,74
"X11.73",11,0.8,0.95,0.5,74
"X12.73",12,0.8,0.99,0.5,74
"X13.73",13,0.5,0.5,0.5,74
"X14.73",14,0.5,0.5,0.5,74
"X15.73",15,0.15,0,0.5,74
"X16.73",16,0.4,0,0.5,74
"X17.73",17,0.6,1,0.5,74
"X18.73",18,0.5,0.5,0.5,74
